,ACE2,TMPRSS2,PID,Tinfl_gene160.mean,Tinfl_gene160.median,Tinfl_gene160.centered.scaled.mean,Tinfl_gene160.centered.noscale.mean,Tinfl_gene160.nocenter.scaled.mean,Cancer,patient,Aliquot,shortLetterCode,definition,RNAseq.legacy.flag,Sampletype.flag,Plate,Aliquot.flag,Exclude.mets.flag,Clinical.flag,Tissue.Type,Use.in.analysis,Sample.type,Sample
TCGA.YT.A95F.01A,2.433333391,3.616204761,TCGA.YT.A95F,2.381804,2.275488,-0.3529131,-0.5330995,0.5855597,THYM,TCGA-YT-A95F,TCGA-YT-A95F-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-YT-A95F-01A
TCGA.YT.A95G.01A,6.371590225,2.292781749,TCGA.YT.A95G,3.65909,3.651014,0.4845581,0.7441863,1.093295,THYM,TCGA-YT-A95G,TCGA-YT-A95G-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-YT-A95G-01A
TCGA.YT.A95H.01A,3.915214929,5.295006641,TCGA.YT.A95H,3.79282,3.623379,0.5811486,0.8779171,1.120458,THYM,TCGA-YT-A95H,TCGA-YT-A95H-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-YT-A95H-01A
TCGA.YU.A90P.01A,2.100203967,6.19758629,TCGA.YU.A90P,3.066157,3.062075,0.0949245,0.1512542,0.810726,TGCT,TCGA-YU-A90P,TCGA-YU-A90P-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-YU-A90P-01A
TCGA.YU.A90Q.01A,3.302772335,4.178706675,TCGA.YU.A90Q,0.7971384,0.7239316,-1.485448,-2.117765,0.04773775,TGCT,TCGA-YU-A90Q,TCGA-YU-A90Q-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-YU-A90Q-01A
TCGA.YU.A90S.01A,4.171495081,2.518736548,TCGA.YU.A90S,5.489604,5.261125,1.82139,2.574701,1.66943,TGCT,TCGA-YU-A90S,TCGA-YU-A90S-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-YU-A90S-01A
TCGA.YU.A90W.01A,2.97317041,3.059684069,TCGA.YU.A90W,2.198119,2.006894,-0.512514,-0.7167841,0.5322861,TGCT,TCGA-YU-A90W,TCGA-YU-A90W-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-YU-A90W-01A
TCGA.YU.A90Y.01A,4.163933407,6.76655541,TCGA.YU.A90Y,3.058398,2.962828,0.1163156,0.1434946,0.8125283,TGCT,TCGA-YU-A90Y,TCGA-YU-A90Y-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-YU-A90Y-01A
TCGA.YU.A912.01A,2.971184847,4.707811888,TCGA.YU.A912,3.359321,3.356802,0.3076033,0.4444177,0.9073037,TGCT,TCGA-YU-A912,TCGA-YU-A912-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-YU-A912-01A
TCGA.YU.A94D.01A,3.256723862,7.923868209,TCGA.YU.A94D,0.3476564,0.3163588,-1.752557,-2.567247,-0.1666134,TGCT,TCGA-YU-A94D,TCGA-YU-A94D-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-YU-A94D-01A
TCGA.YU.A94I.01A,3.737643502,9.786165057,TCGA.YU.A94I,0.1260684,0.1293892,-1.896472,-2.788835,-0.2430514,TGCT,TCGA-YU-A94I,TCGA-YU-A94I-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-YU-A94I-01A
TCGA.YU.AA4L.01A,4.945944742,10.47203076,TCGA.YU.AA4L,0.8836331,1.000239,-1.361212,-2.03127,-0.007214609,TGCT,TCGA-YU-AA4L,TCGA-YU-AA4L-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-YU-AA4L-01A
TCGA.YU.AA61.01A,8.135093605,9.239047121,TCGA.YU.AA61,2.879677,2.769697,-0.03583153,-0.03522632,0.7576754,TGCT,TCGA-YU-AA61,TCGA-YU-AA61-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-YU-AA61-01A
TCGA.YY.A8LH.01A,7.94493456,12.15981143,TCGA.YY.A8LH,2.65715,2.567156,-0.1788176,-0.2577533,0.6984071,PAAD,TCGA-YY-A8LH,TCGA-YY-A8LH-01A-11R-A36G-07,TP,Primary solid Tumor,1,1,A36G,1,0,1,Pancreas,1,Tumor,TCGA-YY-A8LH-01A
TCGA.YZ.A980.01A,2.555104446,1.770194755,TCGA.YZ.A980,2.960276,2.971727,0.05292016,0.04537313,0.7660035,UVM,TCGA-YZ-A980,TCGA-YZ-A980-01A-11R-A405-07,TP,Primary solid Tumor,1,1,A405,1,0,1,Eye,1,Tumor,TCGA-YZ-A980-01A
TCGA.YZ.A982.01A,2.892352165,1.957914599,TCGA.YZ.A982,2.934978,2.725011,0.0458578,0.02007466,0.7271853,UVM,TCGA-YZ-A982,TCGA-YZ-A982-01A-11R-A405-07,TP,Primary solid Tumor,1,1,A405,1,0,1,Eye,1,Tumor,TCGA-YZ-A982-01A
TCGA.YZ.A983.01A,2.603786553,2.081169167,TCGA.YZ.A983,2.546176,2.40409,-0.247454,-0.3687271,0.6246728,UVM,TCGA-YZ-A983,TCGA-YZ-A983-01A-11R-A405-07,TP,Primary solid Tumor,1,1,A405,1,0,1,Eye,1,Tumor,TCGA-YZ-A983-01A
TCGA.YZ.A984.01A,1.973758201,3.098823768,TCGA.YZ.A984,1.750777,1.671923,-0.8074928,-1.164127,0.3490222,UVM,TCGA-YZ-A984,TCGA-YZ-A984-01A-11R-A405-07,TP,Primary solid Tumor,1,1,A405,1,0,1,Eye,1,Tumor,TCGA-YZ-A984-01A
TCGA.YZ.A985.01A,2.04764308,4.238832707,TCGA.YZ.A985,2.200541,2.068361,-0.4931631,-0.7143625,0.4959743,UVM,TCGA-YZ-A985,TCGA-YZ-A985-01A-11R-A405-07,TP,Primary solid Tumor,1,1,A405,1,0,1,Eye,1,Tumor,TCGA-YZ-A985-01A
TCGA.Z2.A8RT.06A,2.935686035,6.185220359,TCGA.Z2.A8RT,4.367066,4.181912,0.9875009,1.452163,1.28952,SKCMmets,TCGA-Z2-A8RT,TCGA-Z2-A8RT-06A-11R-A37K-07,TM,Metastatic,1,1,A37K,1,0,1,Skin,1,Tumor,TCGA-Z2-A8RT-06A
TCGA.Z2.AA3S.06A,2.150559677,2.81393507,TCGA.Z2.AA3S,2.55633,2.333683,-0.257616,-0.3585731,0.681055,SKCMmets,TCGA-Z2-AA3S,TCGA-Z2-AA3S-06A-11R-A39D-07,TM,Metastatic,1,1,A39D,1,0,1,Skin,1,Tumor,TCGA-Z2-AA3S-06A
TCGA.Z2.AA3V.06A,1.584962501,3.947142465,TCGA.Z2.AA3V,5.19372,5.237936,1.595363,2.278817,1.529696,SKCMmets,TCGA-Z2-AA3V,TCGA-Z2-AA3V-06A-11R-A39D-07,TM,Metastatic,1,1,A39D,1,0,1,Skin,1,Tumor,TCGA-Z2-AA3V-06A
TCGA.Z4.A8JB.01A,2.005040617,2.005040617,TCGA.Z4.A8JB,3.086658,3.035438,0.1224094,0.1717549,0.8233861,SARC,TCGA-Z4-A8JB,TCGA-Z4-A8JB-01A-23R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Soft_muscle_tissues,1,Tumor,TCGA-Z4-A8JB-01A
TCGA.Z4.A9VC.01A,2.657685732,5.206717451,TCGA.Z4.A9VC,2.940315,2.962151,0.07323961,0.02541204,0.7484691,SARC,TCGA-Z4-A9VC,TCGA-Z4-A9VC-01A-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Soft_muscle_tissues,1,Tumor,TCGA-Z4-A9VC-01A
TCGA.Z4.AAPF.01A,1.798548268,2.771801084,TCGA.Z4.AAPF,1.52806,1.532997,-0.9665544,-1.386844,0.2619776,SARC,TCGA-Z4-AAPF,TCGA-Z4-AAPF-01A-11R-A39D-07,TP,Primary solid Tumor,1,1,A39D,1,0,1,Soft_muscle_tissues,1,Tumor,TCGA-Z4-AAPF-01A
TCGA.Z4.AAPG.01A,1.766425548,4.426009744,TCGA.Z4.AAPG,2.748349,3.11702,-0.01596878,-0.1665544,0.6191421,SARC,TCGA-Z4-AAPG,TCGA-Z4-AAPG-01A-11R-A39D-07,TP,Primary solid Tumor,1,1,A39D,1,0,1,Soft_muscle_tissues,1,Tumor,TCGA-Z4-AAPG-01A
TCGA.Z5.AAPL.01A,4.44648122,9.344946084,TCGA.Z5.AAPL,5.521169,5.536357,1.795172,2.606266,1.730064,PAAD,TCGA-Z5-AAPL,TCGA-Z5-AAPL-01A-12R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Pancreas,1,Tumor,TCGA-Z5-AAPL-01A
TCGA.Z6.A8JD.01A,2.555697547,5.251448336,TCGA.Z6.A8JD,2.703698,2.674585,-0.1644273,-0.2112051,0.7124752,ESCA,TCGA-Z6-A8JD,TCGA-Z6-A8JD-01A-11R-A36D-31,TP,Primary solid Tumor,1,1,A36D,1,0,1,Proximal_digestive_tract,1,Tumor,TCGA-Z6-A8JD-01A
TCGA.Z6.A8JE.01A,4.44648161,9.428535228,TCGA.Z6.A8JE,2.42562,2.32905,-0.3256737,-0.4892837,0.5741566,ESCA,TCGA-Z6-A8JE,TCGA-Z6-A8JE-01A-11R-A37I-31,TP,Primary solid Tumor,1,1,A37I,1,0,1,Proximal_digestive_tract,1,Tumor,TCGA-Z6-A8JE-01A
TCGA.Z6.A9VB.01A,6.283250883,9.304363032,TCGA.Z6.A9VB,2.038418,2.160117,-0.5962752,-0.8764851,0.4645346,ESCA,TCGA-Z6-A9VB,TCGA-Z6-A9VB-01A-21R-A37I-31,TP,Primary solid Tumor,1,1,A37I,1,0,1,Proximal_digestive_tract,1,Tumor,TCGA-Z6-A9VB-01A
TCGA.Z6.AAPN.01A,7.298017619,7.476476957,TCGA.Z6.AAPN,4.668261,4.449381,1.197102,1.753357,1.359266,ESCA,TCGA-Z6-AAPN,TCGA-Z6-AAPN-01A-11R-A406-31,TP,Primary solid Tumor,1,1,A406,1,0,1,Proximal_digestive_tract,1,Tumor,TCGA-Z6-AAPN-01A
TCGA.Z7.A8R5.01A,3.345935653,9.422762811,TCGA.Z7.A8R5,3.765024936,3.725800676,0.611267983,0.850121712,1.07860477,BRCA,TCGA-Z7-A8R5,TCGA-Z7-A8R5-01A-42R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Female,1,Tumor,TCGA-Z7-A8R5-01A
TCGA.Z7.A8R6.01A,1.743299528,6.599227027,TCGA.Z7.A8R6,2.408464166,2.341491935,-0.356499924,-0.506439059,0.563436978,BRCA,TCGA-Z7-A8R6,TCGA-Z7-A8R6-01A-11R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Female,1,Tumor,TCGA-Z7-A8R6-01A
TCGA.ZA.A8F6.01A,9.31544147,11.47843784,TCGA.ZA.A8F6,3.881821,3.842341,0.7188162,0.9669181,1.100328,STAD,TCGA-ZA-A8F6,TCGA-ZA-A8F6-01A-23R-A36D-31,TP,Primary solid Tumor,1,1,A36D,1,0,1,Gastrointestinal_tract,1,Tumor,TCGA-ZA-A8F6-01A
TCGA.ZB.A961.01A,8.418088726,2.026091814,TCGA.ZB.A961,4.614257,4.626749,1.150262,1.699354,1.400673,THYM,TCGA-ZB-A961,TCGA-ZB-A961-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A961-01A
TCGA.ZB.A963.01A,2.701016681,5.892203998,TCGA.ZB.A963,4.383801,4.43956,1.00028,1.468898,1.332917,THYM,TCGA-ZB-A963,TCGA-ZB-A963-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A963-01A
TCGA.ZB.A964.01A,4.833588413,2.629752942,TCGA.ZB.A964,1.762593,1.770065,-0.7797573,-1.152311,0.3349892,THYM,TCGA-ZB-A964,TCGA-ZB-A964-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A964-01A
TCGA.ZB.A965.01A,4.246605703,5.657165507,TCGA.ZB.A965,2.802073,2.602465,-0.106589,-0.1128304,0.7245671,THYM,TCGA-ZB-A965,TCGA-ZB-A965-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A965-01A
TCGA.ZB.A966.01A,2.043974365,2.538389168,TCGA.ZB.A966,4.826861,4.755503,1.26913,1.911958,1.464314,THYM,TCGA-ZB-A966,TCGA-ZB-A966-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A966-01A
TCGA.ZB.A969.01A,4.98469871,9.098466406,TCGA.ZB.A969,2.66995,2.477194,-0.2170175,-0.2449533,0.6912492,THYM,TCGA-ZB-A969,TCGA-ZB-A969-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A969-01A
TCGA.ZB.A96A.01A,5.007410813,2.974676144,TCGA.ZB.A96A,3.478589,3.320305,0.3863422,0.5636854,0.9884344,THYM,TCGA-ZB-A96A,TCGA-ZB-A96A-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96A-01A
TCGA.ZB.A96B.01A,2.830620415,5.710550238,TCGA.ZB.A96B,4.396992,4.476184,1.006301,1.482089,1.339484,THYM,TCGA-ZB-A96B,TCGA-ZB-A96B-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96B-01A
TCGA.ZB.A96C.01A,2.817439072,2.037136187,TCGA.ZB.A96C,3.770804,3.606875,0.5844582,0.8559008,1.086603,THYM,TCGA-ZB-A96C,TCGA-ZB-A96C-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96C-01A
TCGA.ZB.A96D.01A,2.367594722,5.418122468,TCGA.ZB.A96D,4.392473,4.29167,0.9872609,1.47757,1.339574,THYM,TCGA-ZB-A96D,TCGA-ZB-A96D-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96D-01A
TCGA.ZB.A96E.01A,4.91975481,2.259453283,TCGA.ZB.A96E,3.146623,3.033088,0.1274269,0.2317194,0.8908607,THYM,TCGA-ZB-A96E,TCGA-ZB-A96E-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96E-01A
TCGA.ZB.A96F.01A,5.841037176,2.155457815,TCGA.ZB.A96F,3.775507,3.626017,0.5762211,0.860604,1.113255,THYM,TCGA-ZB-A96F,TCGA-ZB-A96F-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96F-01A
TCGA.ZB.A96G.01A,1.822567007,6.017064496,TCGA.ZB.A96G,4.197721,4.353761,0.8709249,1.282818,1.236999,THYM,TCGA-ZB-A96G,TCGA-ZB-A96G-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96G-01A
TCGA.ZB.A96H.01A,5.664380437,4.056002519,TCGA.ZB.A96H,2.621908,2.456763,-0.2285557,-0.2929949,0.6682786,THYM,TCGA-ZB-A96H,TCGA-ZB-A96H-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96H-01A
TCGA.ZB.A96I.01A,6.927517246,4.79363582,TCGA.ZB.A96I,4.662972,4.843216,1.201734,1.748069,1.418593,THYM,TCGA-ZB-A96I,TCGA-ZB-A96I-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96I-01A
TCGA.ZB.A96K.01A,2.194307727,4.000676105,TCGA.ZB.A96K,4.593739,4.590817,1.13428,1.678836,1.400911,THYM,TCGA-ZB-A96K,TCGA-ZB-A96K-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96K-01A
TCGA.ZB.A96L.01A,4.170534011,6.597918463,TCGA.ZB.A96L,2.742025,2.699721,-0.1519572,-0.1728781,0.7454505,THYM,TCGA-ZB-A96L,TCGA-ZB-A96L-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96L-01A
TCGA.ZB.A96M.01A,2.374705661,3.10800583,TCGA.ZB.A96M,4.407887,4.300514,1.015889,1.492984,1.336637,THYM,TCGA-ZB-A96M,TCGA-ZB-A96M-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96M-01A
TCGA.ZB.A96O.01A,5.334203551,5.060899083,TCGA.ZB.A96O,4.39367,4.570252,1.01762,1.478767,1.322556,THYM,TCGA-ZB-A96O,TCGA-ZB-A96O-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96O-01A
TCGA.ZB.A96P.01A,4.710404213,5.672329159,TCGA.ZB.A96P,3.622276,3.518225,0.4438668,0.7073732,1.093078,THYM,TCGA-ZB-A96P,TCGA-ZB-A96P-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96P-01A
TCGA.ZB.A96Q.01A,3.022314543,6.163317579,TCGA.ZB.A96Q,3.542224,3.655724,0.4228493,0.6273207,1.027614,THYM,TCGA-ZB-A96Q,TCGA-ZB-A96Q-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96Q-01A
TCGA.ZB.A96R.01A,5.348926401,5.507004905,TCGA.ZB.A96R,4.506083,4.348803,1.07637,1.59118,1.372898,THYM,TCGA-ZB-A96R,TCGA-ZB-A96R-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96R-01A
TCGA.ZB.A96V.01A,3.470862199,2.146394549,TCGA.ZB.A96V,5.135194,4.90701,1.485164,2.220291,1.580253,THYM,TCGA-ZB-A96V,TCGA-ZB-A96V-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZB-A96V-01A
TCGA.ZC.AAA7.01A,5.54565954,7.376021173,TCGA.ZC.AAA7,4.854386,4.775685,1.300045,1.939482,1.480441,THYM,TCGA-ZC-AAA7,TCGA-ZC-AAA7-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZC-AAA7-01A
TCGA.ZC.AAAA.01A,6.269685878,3.679716541,TCGA.ZC.AAAA,4.556436,4.625031,1.104695,1.641533,1.408715,THYM,TCGA-ZC-AAAA,TCGA-ZC-AAAA-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZC-AAAA-01A
TCGA.ZC.AAAF.01A,3.129497344,3.928029153,TCGA.ZC.AAAF,3.578772,3.491077,0.4460214,0.6638691,1.020095,THYM,TCGA-ZC-AAAF,TCGA-ZC-AAAF-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZC-AAAF-01A
TCGA.ZC.AAAH.01A,3.960446839,4.581682655,TCGA.ZC.AAAH,4.566332,4.761618,1.126473,1.651429,1.369618,THYM,TCGA-ZC-AAAH,TCGA-ZC-AAAH-01A-11R-A42S-07,TP,Primary solid Tumor,1,1,A42S,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-ZC-AAAH-01A
TCGA.ZD.A8I3.01A,10.06404213,8.15992178,TCGA.ZD.A8I3,1.348591,1.234274,-1.102939,-1.566312,0.2192834,CHOL,TCGA-ZD-A8I3,TCGA-ZD-A8I3-01A-11R-A41I-07,TP,Primary solid Tumor,1,1,A41I,1,0,1,Liver_gallbladder,1,Tumor,TCGA-ZD-A8I3-01A
TCGA.ZF.A9R0.01A,2.563963471,11.42497456,TCGA.ZF.A9R0,2.488069608,2.475232555,-0.307010329,-0.426833616,0.605799112,BLCA,TCGA-ZF-A9R0,TCGA-ZF-A9R0-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9R0-01A
TCGA.ZF.A9R1.01A,3.335168797,12.1536122,TCGA.ZF.A9R1,1.560204651,1.540063321,-0.952054576,-1.354698574,0.315960765,BLCA,TCGA-ZF-A9R1,TCGA-ZF-A9R1-01A-11R-A39I-07,TP,Primary solid Tumor,1,1,A39I,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9R1-01A
TCGA.ZF.A9R2.01A,5.327561626,7.010321093,TCGA.ZF.A9R2,-0.225228501,-0.454172878,-2.197655257,-3.140131725,-0.306350364,BLCA,TCGA-ZF-A9R2,TCGA-ZF-A9R2-01A-11R-A39I-07,TP,Primary solid Tumor,1,1,A39I,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9R2-01A
TCGA.ZF.A9R3.01A,7.177907829,10.54002146,TCGA.ZF.A9R3,2.08895626,1.956738034,-0.566617315,-0.825946965,0.483427502,BLCA,TCGA-ZF-A9R3,TCGA-ZF-A9R3-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9R3-01A
TCGA.ZF.A9R4.01A,3.08064061,13.39623015,TCGA.ZF.A9R4,2.507799909,2.387875111,-0.305503897,-0.407103315,0.606003447,BLCA,TCGA-ZF-A9R4,TCGA-ZF-A9R4-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9R4-01A
TCGA.ZF.A9R5.01A,3.497599593,9.666538254,TCGA.ZF.A9R5,1.460205885,1.416903217,-1.014882562,-1.454697339,0.283382306,BLCA,TCGA-ZF-A9R5,TCGA-ZF-A9R5-01A-12R-A42T-07,TP,Primary solid Tumor,1,1,A42T,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9R5-01A
TCGA.ZF.A9R7.01A,7.779502688,8.757790008,TCGA.ZF.A9R7,4.848386741,4.779395432,1.316476628,1.933483517,1.450273112,BLCA,TCGA-ZF-A9R7,TCGA-ZF-A9R7-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9R7-01A
TCGA.ZF.A9R9.01A,2.701704296,11.38402282,TCGA.ZF.A9R9,2.993423809,2.840187232,0.049365831,0.078520585,0.780693749,BLCA,TCGA-ZF-A9R9,TCGA-ZF-A9R9-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9R9-01A
TCGA.ZF.A9RC.01A,2.969712296,11.89749759,TCGA.ZF.A9RC,1.390971369,1.486383123,-1.026876414,-1.523931856,0.21402705,BLCA,TCGA-ZF-A9RC,TCGA-ZF-A9RC-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9RC-01A
TCGA.ZF.A9RD.01A,8.787200625,7.740812906,TCGA.ZF.A9RD,4.385871892,4.378374913,1.010522389,1.470968668,1.287765793,BLCA,TCGA-ZF-A9RD,TCGA-ZF-A9RD-01A-11R-A42T-07,TP,Primary solid Tumor,1,1,A42T,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9RD-01A
TCGA.ZF.A9RE.01A,6.796377118,10.34460661,TCGA.ZF.A9RE,1.04173991,0.876543214,-1.3105334,-1.873163314,0.098837683,BLCA,TCGA-ZF-A9RE,TCGA-ZF-A9RE-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9RE-01A
TCGA.ZF.A9RF.01A,1.779679964,3.035905384,TCGA.ZF.A9RF,4.920729776,4.840621784,1.392727043,2.005826551,1.453394406,BLCA,TCGA-ZF-A9RF,TCGA-ZF-A9RF-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9RF-01A
TCGA.ZF.A9RL.01A,5.319375875,11.1955137,TCGA.ZF.A9RL,-0.202493463,-0.498866785,-2.205431104,-3.117396687,-0.290866734,BLCA,TCGA-ZF-A9RL,TCGA-ZF-A9RL-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9RL-01A
TCGA.ZF.A9RM.01A,5.273762037,13.109971,TCGA.ZF.A9RM,-0.290144179,-0.493731742,-2.232493296,-3.205047403,-0.305533118,BLCA,TCGA-ZF-A9RM,TCGA-ZF-A9RM-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9RM-01A
TCGA.ZF.A9RN.01A,2.555938828,7.64955798,TCGA.ZF.A9RN,3.336857429,3.080270111,0.246687599,0.421954205,0.906763614,BLCA,TCGA-ZF-A9RN,TCGA-ZF-A9RN-01A-11R-A42T-07,TP,Primary solid Tumor,1,1,A42T,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-A9RN-01A
TCGA.ZF.AA4N.01A,4.789854426,2.41921526,TCGA.ZF.AA4N,3.240128149,3.152227,0.238249672,0.325224924,0.868855732,BLCA,TCGA-ZF-AA4N,TCGA-ZF-AA4N-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-AA4N-01A
TCGA.ZF.AA4R.01A,3.551639057,8.054978678,TCGA.ZF.AA4R,1.852512116,1.786377887,-0.759540913,-1.062391108,0.380615058,BLCA,TCGA-ZF-AA4R,TCGA-ZF-AA4R-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-AA4R-01A
TCGA.ZF.AA4T.01A,3.06091205,12.59766618,TCGA.ZF.AA4T,0.36770513,0.042865691,-1.798600957,-2.547198095,-0.14982364,BLCA,TCGA-ZF-AA4T,TCGA-ZF-AA4T-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-ZF-AA4T-01A
